COUNTRY,CITY,RNUMBER(USEFUL??),PTYPE,BDAY,BMONTH,BYEAR,EDAY,EMONTH,EYEAR,ACTOR1,ACTOR2,ACTOR3,TARGET1,TARGET2,NPART,NDEATH,Deathdummy,ELOCAL,REPORTID1,REPORTID2,REPORTID3,COMMENT
Ethiopia,Addis Ababa,14,60,7,3,1974,8,3,1974,Confederation of Labour Unions,,,Government,,5,0,0,99,$#5C,,,"General strike called by the Confederation of Labour Unions which demanded free elections, a free Press, all-round pay increases to a minimum basic wage of three Ethiopian dollars and the right to strike for workers in the public sector. Late on March 8 agreement was reached ""in principle"" between trade union and government representatives to end the general strike.  "
Ethiopia,Addis Ababa,15,60,11,3,1974,16,3,1974,Priests of the Orthodox Church,Tobacco workers,Workers,Government,,99,0,0,99,$#5D,,,"Demands for higher pay and increased benefits were also made on March 11 by representatives of the 200,000 priests of the Orthodox Church and on March 14 by tobacco workers, who went on strike together with other groups of workers."
Ethiopia,Addis Ababa,16,60,11,3,1974,11,3,1974,Students,,,Government,,3,0,0,99,$#5G,,,"Further anti-Government demonstration by some 1,000 university students was forcibly dispersed by police on March 11, and on March 13 the police arrested eight university teachers for distributing ""subversive"" leaflets."
Ethiopia,Addis Ababa,17,60,17,3,1974,17,3,1974,Womean demonstrators,,,Government,,4,0,0,99,$#5E,,,"On March 17 some 5,000 women demonstrated--for the first time in Ethiopia--for equal pay and rights."
Ethiopia,Addis Ababa,18,60,11,4,1974,11,4,1974,Strikers,,,Government,,4,0,0,99,$#6A,,,"Some 6,000 strikers demonstrating in the streets enforced the dismissal of the Mayor and other senior municipal officers on April 11"
Ethiopia,Addis Ababa,19,60,20,4,1974,20,4,1974,Moslems,,,Government,,5,0,0,99,$#6B,,,"Some 30,000 Moslems demonstrated in Addis Ababa in favour of equal rights for Moslems and Christians and the separation of Church and State."
Ethiopia,Addis Ababa,20,60,22,4,1974,22,4,1974,Christians,,,Moslems,,5,0,0,99,$#6C,,,"Counter-demonstrations by Christians and they petitioned the Patriarch Theophilos and the Prime Minister to use their influence to keep Ethiopia ""a Christian country"" "
Ethiopia,Addis Ababa,21,60,25,4,1974,25,4,1974,Strikers,Students,,Government,,99,0,0,99,$#6D,,,"The police opened fire on demonstrating strikers and students in Addis Ababa on April 25, but no casualties were reported."
Ethiopia,Addis Ababa,22,31,26,4,1974,28,4,1974,Police,Troop units,,Ministers,Military officers and civilian officials,99,0,0,99,$#6E,,,"Police and troop units led began to round up former Ministers, military officers and civilian officials, some of whom they suspected of trying to overthrow the Government. Armed forces units also took action against strikers when they forcibly ended a telecommunication workers' strike on April 30 and a postal workers' strike on May 3. Army units on June 28 occupied all government and private radio stations, as well as the telecommunications centre and the airport, and ordered the broadcasting of their own communiqués. On July 2 armed forces units occupied the banks; according to press reports, no clients were permitted to withdraw more than 10,000 Ethiopian dollars (about £2,000) from their accounts."
Ethiopia,Addis Ababa,23,60,2,9,1974,2,9,1974,Demonstrators,,,Haile Selassie,,99,0,0,99,$#7B,,,"Demonstration against the Emperor Haile Sellassie, took place on Sept. 2, but further such demonstrations were banned by the Armed Forces Committee."
Ethiopia,Addis Ababa,24,60,8,9,1974,8,9,1974,Demonstrators,,,Haile Selassie,,99,0,0,99,$#7C,,,"A second Addis Ababa demonstration, in which protesters chanted ""Hang the Emperor"", was quickly dispersed by troops on Sept. 8."
Ethiopia,Addis Ababa,25,31,12,9,1974,12,9,1974,Army,,,Haile Selassie,,99,0,0,99,$#7A,,,"The Emperor Haile Selassie (82) was deposed on Sept. 12 at a formal ceremony conducted at his palace by the Armed Forces Committee which in a proclamation read out to him, said that they were deposing him because of alleged corruption and neglect, details of which had previously been made public, and that a provisional Military Government would be established. Haile Selassie was subsequently taken away from the palace, by a heavily armed escort, to a ""place of safety"", believed to be the headquarters of the Army's Fourth Division, where some 160 persons, including members of the royal family and former court and government officials, were being held pending their trial for various offenses."
Ethiopia,Addis Ababa,26,60,16,9,1974,16,9,1974,Students,,,Government,,99,0,0,99,$#7D,,,"Several thousand demonstrating students who on Sept. 16 called for a ""civilian people's Government"". Their demonstration was, however, dispersed by troops and riot police."
Ethiopia,Addis Ababa,27,31,25,11,1974,25,11,1974,Army ,,,General Aman Andom,,99,>1,1,Grand palace,$#8A,,,"The Grand Palace in Addis Ababa was partly demolished by a tank and by mortar fire. It was believed that General Aman Andom, together with some of his supporters, had been killed while resisting arrest, and this was confirmed on Nov.26 by the Military Government, which added that it had ordered the execution of the other former officials because they had been"" found guilty of maladministration, hindering fair administration of justice, selling secret documents of the country to foreign agents and attempting to disrupt the present Ethiopian popular movement""."
Ethiopia,Addis Ababa,28,41,30,11,1974,3,12,1974,Followers of the deposed feudal nobility ,Eritrean Liberation Front,,Government,,99,>1,1,99,$#8B,,,"Bombs exploded, causing an unknown number of casualties, at a fuel depot at 'the Bole international airport in Addis Ababa (late on Nov.30); at the Wabe Shebelle hotel, and the city hall in Addis Ababa (on Dec. 2); and at the tobacco monopoly building (on Dec. 3). The explosions were officially attributed to followers of the deposed feudal nobility and to relatives of those executed on Nov.23, but independent observers said that they might be the work of members of the Eritrean Liberation Front. "
Ethiopia,Addis Ababa,29,60,25,9,1975,25,9,1975,Airlines employees,,,Government,,99,7,1,Airport,$#9B,,,"Ethiopian Airlines employees attempted on Sept.25 to distribute at Addis Ababa airport leaflets officially described as ""hostile to the revolution"", security forces tried to arrest one of the employees; after hundreds of demonstrators had begun to obstruct the former, firing broke out and the security forces killed four and wounded 19 persons, three of whom died later."
Ethiopia,Addis Ababa,30,60,99,11,1975,99,11,1975,Teachers,,,Government,,99,0,0,99,$#9C,,,Strike by teachers. Some 40 teachers were arrested in Addis Ababa for taking part in the strike which was called by their union.
Ethiopia,Addis Ababa,31,31,15,2,1976,15,2,1976,Security forces,,,Major-General Kebede Worku,Kegnazmatch Makounen Wossen,99,2,1,99,$#9A,,,"Major-General Kebede Worku, former commander of the Imperial Guard, and Kegnazmatch Makounen Wossen, a prominent landlord, were shot dead at their homes in Addis Ababa by security forces, allegedly as they were resisting arrest."
Ethiopia,Addis Ababa,32,60,22,4,1976,22,4,1976,Actors,Stage workers,,Government,,3,1,1,99,$#10A,,,"200 actors and stage workers demonstrated in Addis Ababa in favour of forming a union on April 22, police killed one of them, wounded another and arrested about 70 persons."
Ethiopia,Addis Ababa,33,60,1,5,1976,1,5,1976,Anti government groops,,,Security forces,,99,1,1,99,$#10C,,,"The May Day celebrations were disturbed by anti-government groups who clashed with security forces, one civilian being killed and two others wounded."
Ethiopia,Addis Ababa,34,31,99,6,1976,99,6,1976,Government,,,Counter-revolutionary agents,,99,0,0,99,$#10B,,,"During a meeting held in Addis Ababa early in June to discuss the formation of an overall union of industrial workers from nearly 240 industrial establishments, five persons were arrested because they were said to have infiltrated the meeting as ""counter-revolutionary agents”."
Ethiopia,Addis Ababa,35,31,10,7,1976,10,7,1976,Security forces,,,Brigadier-General Getachew Nadew,,99,1,1,99,$#10D,,,Brigadier-General Getachew Nadew was killed by security forces after he had fired at a soldier bringing him a message from the PMAC.
Ethiopia,Addis Ababa,36,31,3,10,1976,3,10,1976,Colonel Mengistu Haile Mariam,,,Mr Fikre Merid,,1,1,1,99,$#11B,,,"Assasination of Mr Fikre Merid, a French-educated member of the ""secretariat for the organization of the people"""
Ethiopia,Addis Ababa,37,31,99,1,1977,99,9,1977,Members of various Marxist factions,,,Kebele office-bearers,,99,       >200,1,99,$#13A,,,"Some 200 kebele (neighbourhood association) office-bearers had been assassinated in Addis Ababa alone by members of various Marxist factions, and another 200 seriously injured, during the first nine months of 1977."
Ethiopia,Addis Ababa,38,31,3,2,1977,3,2,1977,Members of the military council,,,Brigadier-General Teferi Benti,Leading officers,99,9,1,Grand palace,$#11A,,,"Brigadier-General Teferi Benti, the Ethiopian head of state, and a number of his colleagues on the ruling military council was killed by other members of this council in a battle at the Grand Palace in Addis Ababa after ""a few counter-revolutionaries and reactionaries"" had ""attempted to overthrow the revolution"" by means of a ""fascist coup d'état"". The radio stated that Brigadier-General Teferi Benti and eight other men had been ""executed"" for being variously members of an underground Marxist group, a right-wing faction or an Eritrean secessionist movement."
Ethiopia,Addis Ababa,39,31,13,2,1977,13,2,1977,Ethiopian People's Revolutionary Party,,,Mr Vondima Destu,,99,1,1,99,$#14B,,,"Mr Vondima Destu, head of Addis Ababa's department of planning was assassinated on Feb. 13. The principal organization held responsible for such murders was the illegal (Marxist-Leninist) Ethiopian People's Revolutionary Party (EPRPage 28421), which was opposed to the regime on the grounds that a military junta would not be able to achieve a genuine revolution."
Ethiopia,Addis Ababa,40,31,24,2,1977,24,2,1977,EPRP,,,Ato Tewodros Bekele,,99,1,1,Trade union office,$#12B,,,"Ato Tewodros Bekele, leader of the newly-formed All-Ethiopian Trade Union, who was killed in his office on Feb. 24 after receiving death threats from the EPRP"
Ethiopia,Addis Ababa,41,31,10,3,1977,10,3,1977,Gunmen,,,Mr William Hastings Morton,,99,1,1,99,$#12C,,,"Mr William Hastings Morton, a British university lecturer, was shot dead by gunmen in Addis Ababa on March 10"
Ethiopia,Addis Ababa,42,61,14,4,1977,14,4,1977,Government,,,Sudan,,99,0,0,99,$#12D,,,"The Ethiopian head of state repeated his charges at a mass rally in Addis Ababa on April 14, when he exhorted Ethiopians ""to get armed"" in order to fight the Sudan as well as the EDU and the ELF"
Ethiopia,Addis Ababa,43,40,29,4,1977,1,5,1977,99,,,Students,,99,300-500,1,99,$#12A,,,On April 29-May 1 between 300 and 500 students and other young people accused of distributing anti-Government leaflets were reported to have been killed
Ethiopia,Addis Ababa,44,60,1,10,1977,13,10,1977,Anti- government left-wing students,,,Government,,99,350,1,99,$#13B,,,"Diplomatic sources in Addis Ababa, quoted on Oct.13, stated that up to 350 persons had been killed in political violence in the capital during the previous two weeks after demonstrations by anti- government left-wing students protesting against alleged executions carried out in prisons."
Ethiopia,Addis Ababa,45,31,2,11,1977,2,11,1977,Hired assassins,,,Lieutenant Gizew Temesgen,PMAC,99,1,1,99,$#13C,,,"Lieutenant Gizew Temesgen, a member of the PMAC and head of the information and communications section of its standing committee, was murdered. ""Hired assassins"" were held responsible."
Ethiopia,Addis Ababa,46,31,13,11,1977,13,11,1977,Hired assassins,,,Lieutenant Solomon Legesse,,99,1,1,99,$#13D,,,"Lieutenant Solomon Legesse, a member of the Revolutionary Defence Committee, was killed on Nov. 13. ""Hired assassins"" were held responsible"
Ethiopia,Addis Ababa,47,31,30,11,1977,30,11,1977,Ethiopian People's Revolutionary Party,,,Mr Worky Tegegn,,99,1,1,99,$#14A,,,"Assasination of Mr Worky Tegegn, head of the Addis Ababa office of the Ethiopian news agency. The principal organization held responsible for such murders was the illegal (Marxist-Leninist) Ethiopian People's Revolutionary Party (EPRPage 28421), which was opposed to the regime on the grounds that a military junta would not be able to achieve a genuine revolution."
Ethiopia,Addis Ababa,48,31,16,5,1989,18,5,1989,Security forces,,,Senior generals,Rebels,99,       >100,1,99,$#15A,$#16A,,"Security forces moved at plotters which was attemting a coup senior generals. Presidential guards and tank units then surrounded the Ministry, and the Defence Minister, Maj.- Gen. Haile Giorgis Habte Mariam, went in to dissuade the plotters, whereupon he was himself shot dead, allegedly by the Industry Minister and former Air Force Commander Fanta Belai) (who was later arrested). Several hundred people were killed or arrested on May 16-17 in Addis Ababa as security forces, paratroops and tank units eliminated remaining resistance, notably at the Ground Forces headquarters. 27 senior army officers were among rebels killed during the events of May 16-18. "
Ethiopia,Addis Ababa,49,31,29,6,1989,29,6,1989,Government,,,Maj.-Gen. Aberra Abebe,,99,1,1,99,$#16B,,,"One of the alleged ringleaders of the coup attempt in May, Maj.-Gen. Aberra Abebe, former chief of operations at the Defence Ministry, was killed during a shoot-out in Addis Ababa on June 29."
Ethiopia,Addis Ababa,50,61,12,9,1990,12,9,1990,Government,,,EPLF,TPLF,5,0,0,99,$#17A,,,"Addressing a crowd of 25,000 in the capital Addis Ababa on Sept. 12, President Mengistu Haile Mariam appealed to Ethiopians to defend their country before it reached a point of ""collapse and no return"". Mengistu said that it was ""imperative"" that the current civil war be brought to a ""definite end with the minimum of delay"", and he accused the EPLF and the Tigrean People's Liberation Front (TPLF) of receiving ""unlimited"" foreign assistance to destroy Ethiopia."
